Pavadinimas,Metai,Kėbulo tipas,Kaina,Kuras,Pavarų dėžė,Variklis,Rida,Miestas,Nuoroda
Skoda Karoq,2022-06,Visureigis / Krosoveris,21 500 €,Dyzelinas,Automatinė,"2.0 l., 85 kW",130 000 km,Šiauliai,https://autoplius.lt/skelbimai/skoda-karoq-2-0-l-visureigis-krosoveris-2022-dyzelinas-29943385.html
Skoda Superb,2021-10,Universalas,21 900 €,Dyzelinas,Automatinė,"2.0 l., 147 kW",126 424 km,Vilnius,https://autoplius.lt/skelbimai/skoda-superb-2-0-l-universalas-2021-dyzelinas-29508170.html
Skoda Superb,2021-04,Universalas,21 950 €,Dyzelinas,Automatinė,"2.0 l., 147 kW",214 325 km,Vilnius,https://autoplius.lt/skelbimai/skoda-superb-2-0-l-universalas-2021-dyzelinas-29894188.html
Skoda Octavia,2021-03,Universalas,21 590 €,Dyzelinas,Automatinė,"2.0 l., 147 kW",204 000 km,Panevėžys,https://autoplius.lt/skelbimai/skoda-octavia-2-0-l-universalas-2021-dyzelinas-30052025.html
Skoda Octavia Scout,2021-06,Universalas,21 990 €,Dyzelinas,Automatinė,"2.0 l., 147 kW",92 103 km,Panevėžys,https://autoplius.lt/skelbimai/skoda-octavia-scout-2-0-l-universalas-2021-dyzelinas-29594541.html
Skoda Octavia,2021-04,Sedanas,21 800 €,Dyzelinas,Automatinė,"2.0 l., 110 kW",62 345 km,Klaipėda,https://autoplius.lt/skelbimai/skoda-octavia-2-0-l-sedanas-2021-dyzelinas-30029161.html
Skoda Kodiaq,2019-10,Visureigis / Krosoveris,21 400 €,Dyzelinas,Automatinė,"2.0 l., 110 kW",143 750 km,Vilnius,https://autoplius.lt/skelbimai/skoda-kodiaq-2-0-l-visureigis-krosoveris-2019-dyzelinas-29738519.html
Skoda Kodiaq,2023-03,Visureigis / Krosoveris,21 999 €,Dyzelinas,Automatinė,"2.0 l., 110 kW",282 823 km,Kretinga,https://autoplius.lt/skelbimai/skoda-kodiaq-2-0-l-visureigis-krosoveris-2023-dyzelinas-30065395.html
Skoda Kodiaq,2022,Visureigis / Krosoveris,21 900 €,Dyzelinas,Automatinė,"2.0 l., 110 kW",277 000 km,Kaunas,https://autoplius.lt/skelbimai/skoda-kodiaq-2-0-l-visureigis-krosoveris-2022-dyzelinas-29629205.html
Skoda Superb,2020-10,Universalas,21 300 €,Dyzelinas,Automatinė,"2.0 l., 110 kW",93 801 km,Marijampolė,https://autoplius.lt/skelbimai/skoda-superb-2-0-l-universalas-2020-dyzelinas-29466168.html
Skoda Kodiaq,2021-01,Visureigis / Krosoveris,21 400 €,Benzinas,Automatinė,"1.5 l., 110 kW",187 751 km,Kaunas,https://autoplius.lt/skelbimai/skoda-kodiaq-1-5-l-visureigis-krosoveris-2021-benzinas-30056617.html
Skoda Octavia,2023-10,Sedanas,21 900 €,Benzinas,Automatinė,"1.5 l., 110 kW",23 787 km,"Rīga, Latvija",https://autoplius.lt/skelbimai/skoda-octavia-1-5-l-sedanas-2023-benzinas-30052345.html
Skoda Octavia,2023-08,Universalas,21 000 €,Benzinas,Automatinė,"1.5 l., 110 kW",105 000 km,Vilnius,https://autoplius.lt/skelbimai/skoda-octavia-1-5-l-universalas-2023-benzinas-29669671.html
Skoda Kamiq,2023-02,Hečbekas,21 990 €,Benzinas,Automatinė,"1.5 l., 110 kW",27 020 km,"Tallinn, Estija",https://autoplius.lt/skelbimai/skoda-kamiq-1-5-l-hecbekas-2023-benzinas-29024027.html
Skoda Kodiaq,2020-11,Visureigis / Krosoveris,21 580 €,Benzinas,Automatinė,"1.5 l., 110 kW",204 000 km,Šiauliai,https://autoplius.lt/skelbimai/skoda-kodiaq-1-5-l-visureigis-krosoveris-2020-benzinas-30052711.html
Skoda Karoq,2022-10,Visureigis / Krosoveris,21 777 €,Benzinas,Automatinė,"1.5 l., 110 kW",115 200 km,Vilnius,https://autoplius.lt/skelbimai/skoda-karoq-1-5-l-visureigis-krosoveris-2022-benzinas-29284462.html
Skoda Karoq,2022-06,Visureigis / Krosoveris,21 300 €,Benzinas,Automatinė,"1.5 l., 110 kW",165 800 km,Šiauliai,https://autoplius.lt/skelbimai/skoda-karoq-1-5-l-visureigis-krosoveris-2022-benzinas-29729505.html
Skoda Octavia,2023-12,Universalas,21 300 €,Benzinas,Automatinė,"1.5 l., 110 kW",51 600 km,Vilnius,https://autoplius.lt/skelbimai/skoda-octavia-1-5-l-universalas-2023-benzinas-29898316.html
Skoda Superb,2020-10,Universalas,21 500 €,Benzinas / elektra,Automatinė,"1.4 l., 160 kW",156 300 km,Vilnius,https://autoplius.lt/skelbimai/skoda-superb-1-4-l-universalas-2020-benzinas-elektra-29251492.html
Skoda Enyaq,2021-05,Visureigis / Krosoveris,22 300 €,"Elektra, 82 kWh",Automatinė,"Elektra, 82 kWh",153 000 km,Vilnius,https://autoplius.lt/skelbimai/skoda-enyaq-82-kwh-visureigis-krosoveris-2021-elektra-29928045.html
Skoda Enyaq,2022-06,Visureigis / Krosoveris,22 384 €,"Elektra, 82 kWh",Automatinė,"Elektra, 82 kWh",126 864 km,Marijampolė,https://autoplius.lt/skelbimai/skoda-enyaq-82-kwh-visureigis-krosoveris-2022-elektra-29963293.html
Skoda Enyaq,2023-12,Hečbekas,22 750 €,"Elektra, 55 kWh",Automatinė,"Elektra, 55 kWh",38 900 km,Vilnius,https://autoplius.lt/skelbimai/skoda-enyaq-55-kwh-hecbekas-2023-elektra-30063497.html
Skoda Karoq,2023-02,Visureigis / Krosoveris,22 350 €,Dyzelinas,Automatinė,"2.0 l., 85 kW",127 750 km,Kaunas,https://autoplius.lt/skelbimai/skoda-karoq-2-0-l-visureigis-krosoveris-2023-dyzelinas-30006599.html
Skoda Kodiaq,2019-04,Visureigis / Krosoveris,22 950 €,Dyzelinas,Automatinė,"2.0 l., 140 kW",,Vilnius,https://autoplius.lt/skelbimai/skoda-kodiaq-2-0-l-visureigis-krosoveris-2019-dyzelinas-29872438.html
Skoda Kodiaq,2018-11,Visureigis / Krosoveris,22 990 €,Dyzelinas,Automatinė,"2.0 l., 140 kW",278 000 km,Vilnius,https://autoplius.lt/skelbimai/skoda-kodiaq-2-0-l-visureigis-krosoveris-2018-dyzelinas-30016047.html
Skoda Superb,2021-08,Sedanas,22 500 €,Benzinas,Automatinė,"2.0 l., 140 kW",123 000 km,Vilnius,https://autoplius.lt/skelbimai/skoda-superb-2-0-l-sedanas-2021-benzinas-29994601.html
Skoda Kodiaq,2018-06,Visureigis / Krosoveris,22 900 €,Dyzelinas,Automatinė,"2.0 l., 140 kW",186 000 km,Vilnius,https://autoplius.lt/skelbimai/skoda-kodiaq-2-0-l-visureigis-krosoveris-2018-dyzelinas-30038821.html
Skoda Octavia,2022-01,Universalas,22 490 €,Dyzelinas,Automatinė,"2.0 l., 110 kW",157 000 km,Vilnius,https://autoplius.lt/skelbimai/skoda-octavia-2-0-l-universalas-2022-dyzelinas-30076403.html
Skoda Kodiaq,2023-05,Visureigis / Krosoveris,22 200 €,Dyzelinas,Automatinė,"2.0 l., 110 kW",195 528 km,Vilnius,https://autoplius.lt/skelbimai/skoda-kodiaq-2-0-l-visureigis-krosoveris-2023-dyzelinas-30075795.html
Skoda Kodiaq,2021-06,Visureigis / Krosoveris,22 000 €,Dyzelinas,Automatinė,"2.0 l., 110 kW",133 000 km,Kaunas,https://autoplius.lt/skelbimai/skoda-kodiaq-2-0-l-visureigis-krosoveris-2021-dyzelinas-29878898.html
Skoda Kodiaq,2019-02,Visureigis / Krosoveris,22 000 €,Dyzelinas,Mechaninė,"2.0 l., 110 kW",23 061 km,Šalčininkai,https://autoplius.lt/skelbimai/skoda-kodiaq-2-0-l-visureigis-krosoveris-2019-dyzelinas-29914911.html
Skoda Octavia,2021-01,Sedanas,22 900 €,Dyzelinas,Automatinė,"2.0 l., 110 kW",64 000 km,Vilnius,https://autoplius.lt/skelbimai/skoda-octavia-2-0-l-sedanas-2021-dyzelinas-29958631.html
Skoda Kodiaq,2020-07,Visureigis / Krosoveris,22 800 €,Benzinas,Automatinė,"1.5 l., 110 kW",124 000 km,Vilnius,https://autoplius.lt/skelbimai/skoda-kodiaq-1-5-l-visureigis-krosoveris-2020-benzinas-28956231.html
Skoda Kodiaq,2021-08,Visureigis / Krosoveris,22 100 €,Benzinas,Automatinė,"1.5 l., 110 kW",233 000 km,Šiauliai,https://autoplius.lt/skelbimai/skoda-kodiaq-1-5-l-visureigis-krosoveris-2021-benzinas-30052625.html
Skoda Kodiaq,2020-06,Visureigis / Krosoveris,22 000 €,Benzinas,Automatinė,"1.5 l., 110 kW",195 000 km,Vilnius,https://autoplius.lt/skelbimai/skoda-kodiaq-1-5-l-visureigis-krosoveris-2020-benzinas-29872642.html
Skoda Karoq,2022-08,Visureigis / Krosoveris,22 990 €,Benzinas,Automatinė,"1.5 l., 110 kW",112 245 km,Vilnius,https://autoplius.lt/skelbimai/skoda-karoq-1-5-l-visureigis-krosoveris-2022-benzinas-30027763.html
Skoda Superb,2023-05,Universalas,22 500 €,Benzinas,Automatinė,"1.5 l., 110 kW",98 500 km,Vilnius,https://autoplius.lt/skelbimai/skoda-superb-1-5-l-universalas-2023-benzinas-29367574.html
Skoda Kodiaq,2020-11,Visureigis / Krosoveris,22 980 €,Benzinas,Automatinė,"1.5 l., 110 kW",103 122 km,Vilnius,https://autoplius.lt/skelbimai/skoda-kodiaq-1-5-l-visureigis-krosoveris-2020-benzinas-29985029.html
Skoda Superb,2020-07,Universalas,22 900 €,Benzinas / elektra,Automatinė,"1.4 l., 160 kW",102 744 km,Vilnius,https://autoplius.lt/skelbimai/skoda-superb-1-4-l-universalas-2020-benzinas-elektra-30059973.html
Skoda Superb,2022-06,Universalas,22 799 €,Benzinas / elektra,Automatinė,"1.4 l., 160 kW",131 000 km,Kaunas,https://autoplius.lt/skelbimai/skoda-superb-1-4-l-universalas-2022-benzinas-elektra-30067147.html
Skoda Octavia,2021-11,Universalas,22 999 €,Benzinas / elektra,Automatinė,"1.4 l., 150 kW",66 512 km,Kaunas,https://autoplius.lt/skelbimai/skoda-octavia-1-4-l-universalas-2021-benzinas-elektra-29477058.html
Skoda Octavia,2022-05,Universalas,22 000 €,Benzinas / elektra,Automatinė,"1.4 l., 150 kW",140 500 km,Vilnius,https://autoplius.lt/skelbimai/skoda-octavia-1-4-l-universalas-2022-benzinas-elektra-29130351.html
Skoda Scala,2025,Hečbekas,"22 900 €
26 520 €",Benzinas,Automatinė,"1.0 l., 85 kW",,Šiauliai,https://autoplius.lt/skelbimai/skoda-scala-1-0-l-hecbekas-2025-benzinas-27505089.html
Skoda Octavia,2024-03,Sedanas,22 500 €,Benzinas / elektra,Automatinė,"1.0 l., 81 kW",55 000 km,Vilnius,https://autoplius.lt/skelbimai/skoda-octavia-1-0-l-sedanas-2024-benzinas-elektra-29969715.html
Skoda Enyaq,2021-08,Visureigis / Krosoveris,23 790 €,"Elektra, 82 kWh",Automatinė,"Elektra, 82 kWh",129 901 km,Vilnius,https://autoplius.lt/skelbimai/skoda-enyaq-82-kwh-visureigis-krosoveris-2021-elektra-30048321.html
Skoda Enyaq,2022-07,Visureigis / Krosoveris,23 399 €,"Elektra, 62 kWh",Automatinė,"Elektra, 62 kWh",129 000 km,Vilnius,https://autoplius.lt/skelbimai/skoda-enyaq-62-kwh-visureigis-krosoveris-2022-elektra-27978341.html
Skoda Enyaq,2021-08,Visureigis / Krosoveris,23 800 €,"Elektra, 62 kWh",Automatinė,"Elektra, 62 kWh",60 000 km,Klaipėda,https://autoplius.lt/skelbimai/skoda-enyaq-62-kwh-visureigis-krosoveris-2021-elektra-29621145.html
Skoda Superb,2021-12,Universalas,23 500 €,Benzinas / elektra,Automatinė,160 kW,107 189 km,Vilnius,https://autoplius.lt/skelbimai/skoda-superb-universalas-2021-benzinas-elektra-30063017.html
Skoda Karoq,2023-08,Visureigis / Krosoveris,23 950 €,Dyzelinas,Automatinė,"2.0 l., 85 kW",55 000 km,Marijampolė,https://autoplius.lt/skelbimai/skoda-karoq-2-0-l-visureigis-krosoveris-2023-dyzelinas-30026493.html
Skoda Kodiaq,2018-03,Visureigis / Krosoveris,23 900 €,Dyzelinas,Automatinė,"2.0 l., 190 kW",144 000 km,Rokiškis,https://autoplius.lt/skelbimai/skoda-kodiaq-2-0-l-visureigis-krosoveris-2018-dyzelinas-29736847.html
Skoda Octavia,2022-07,Hečbekas,23 950 €,Dyzelinas,Automatinė,"2.0 l., 147 kW",144 844 km,Vilnius,https://autoplius.lt/skelbimai/skoda-octavia-2-0-l-hecbekas-2022-dyzelinas-29566255.html
Skoda Superb,2020-09,Universalas,23 650 €,Dyzelinas,Automatinė,"2.0 l., 140 kW",107 965 km,Marijampolė,https://autoplius.lt/skelbimai/skoda-superb-2-0-l-universalas-2020-dyzelinas-29995057.html
Skoda Superb,2022-12,Hečbekas,23 990 €,Benzinas,Automatinė,"2.0 l., 140 kW",85 708 km,Kaunas,https://autoplius.lt/skelbimai/skoda-superb-2-0-l-hecbekas-2022-benzinas-29885638.html
Skoda Octavia,2024-12,Universalas,23 700 €,Dyzelinas,Automatinė,"2.0 l., 110 kW",13 869 km,Telšiai,https://autoplius.lt/skelbimai/skoda-octavia-2-0-l-universalas-2024-dyzelinas-29424620.html
Skoda Kodiaq,2020-06,Visureigis / Krosoveris,23 250 €,Dyzelinas,Automatinė,"2.0 l., 110 kW",181 414 km,Vilnius,https://autoplius.lt/skelbimai/skoda-kodiaq-2-0-l-visureigis-krosoveris-2020-dyzelinas-30020269.html
Skoda Kodiaq,2022-06,Visureigis / Krosoveris,23 900 €,Dyzelinas,Automatinė,"2.0 l., 110 kW",209 216 km,Vilnius,https://autoplius.lt/skelbimai/skoda-kodiaq-2-0-l-visureigis-krosoveris-2022-dyzelinas-30020323.html
Skoda Kodiaq,2022,Visureigis / Krosoveris,23 900 €,Dyzelinas,Automatinė,"2.0 l., 110 kW",270 000 km,Kaunas,https://autoplius.lt/skelbimai/skoda-kodiaq-2-0-l-visureigis-krosoveris-2022-dyzelinas-30051933.html
Skoda Kodiaq,2022-01,Visureigis / Krosoveris,23 300 €,Dyzelinas,Automatinė,"2.0 l., 110 kW",252 000 km,Tauragė,https://autoplius.lt/skelbimai/skoda-kodiaq-2-0-l-visureigis-krosoveris-2022-dyzelinas-29835770.html
Skoda Octavia,2025-05,Universalas,23 490 €,Benzinas,Automatinė,"1.5 l., 85 kW",54 km,Kaunas,https://autoplius.lt/skelbimai/skoda-octavia-1-5-l-universalas-2025-benzinas-29506932.html
Skoda Kodiaq,2022-12,Visureigis / Krosoveris,23 950 €,Benzinas,Automatinė,"1.5 l., 110 kW",136 135 km,Kaunas,https://autoplius.lt/skelbimai/skoda-kodiaq-1-5-l-visureigis-krosoveris-2022-benzinas-29871142.html
Skoda Scala,2024-06,Hečbekas,23 000 €,Benzinas,Automatinė,"1.5 l., 110 kW",34 000 km,Vilnius,https://autoplius.lt/skelbimai/skoda-scala-1-5-l-hecbekas-2024-benzinas-29895824.html
Skoda Kodiaq,2019-12,Visureigis / Krosoveris,23 000 €,Benzinas,Automatinė,"1.5 l., 110 kW",94 000 km,Vilnius,https://autoplius.lt/skelbimai/skoda-kodiaq-1-5-l-visureigis-krosoveris-2019-benzinas-30042871.html
Skoda Kodiaq,2022-10,Visureigis / Krosoveris,23 700 €,Benzinas,Automatinė,"1.5 l., 110 kW",108 100 km,Vilnius,https://autoplius.lt/skelbimai/skoda-kodiaq-1-5-l-visureigis-krosoveris-2022-benzinas-29938319.html
Skoda Superb,2023-08,Hečbekas,23 950 €,Benzinas,Automatinė,"1.5 l., 110 kW",57 400 km,Vilnius,https://autoplius.lt/skelbimai/skoda-superb-1-5-l-hecbekas-2023-benzinas-29100631.html
Skoda Kodiaq,2021-02,Visureigis / Krosoveris,23 400 €,Benzinas,Automatinė,"1.5 l., 110 kW",178 350 km,Šiauliai,https://autoplius.lt/skelbimai/skoda-kodiaq-1-5-l-visureigis-krosoveris-2021-benzinas-29958335.html
Skoda Octavia,2022-12,Universalas,23 250 €,Benzinas / elektra,Automatinė,"1.4 l., 180 kW",163 630 km,Vilnius,https://autoplius.lt/skelbimai/skoda-octavia-1-4-l-universalas-2022-benzinas-elektra-29914629.html
Skoda Superb,2020-12,Universalas,23 333 €,Benzinas / elektra,Automatinė,"1.4 l., 160 kW",129 000 km,Kaunas,https://autoplius.lt/skelbimai/skoda-superb-1-4-l-universalas-2020-benzinas-elektra-29565077.html
Skoda Superb,2021-12,Universalas,23 350 €,Benzinas / elektra,Automatinė,"1.4 l., 160 kW",122 177 km,Vilnius,https://autoplius.lt/skelbimai/skoda-superb-1-4-l-universalas-2021-benzinas-elektra-30022469.html
Skoda Superb,2021-12,Universalas,23 950 €,Benzinas / elektra,Automatinė,"1.4 l., 160 kW",42 566 km,Kaunas,https://autoplius.lt/skelbimai/skoda-superb-1-4-l-universalas-2021-benzinas-elektra-29728277.html
Skoda Superb,2021-10,Universalas,23 000 €,Benzinas / elektra,Automatinė,"1.4 l., 160 kW",120 945 km,Vilnius,https://autoplius.lt/skelbimai/skoda-superb-1-4-l-universalas-2021-benzinas-elektra-30060357.html
Skoda Superb,2022-11,Universalas,23 500 €,Benzinas / elektra,Automatinė,"1.4 l., 115 kW",133 601 km,Vilnius,https://autoplius.lt/skelbimai/skoda-superb-1-4-l-universalas-2022-benzinas-elektra-30034567.html
Skoda Octavia,2021-07,Universalas,23 200 €,Benzinas / elektra,Automatinė,"1.4 l., 110 kW",113 650 km,Vilnius,https://autoplius.lt/skelbimai/skoda-octavia-1-4-l-universalas-2021-benzinas-elektra-29766315.html
Skoda Kamiq,2026,Visureigis / Krosoveris,"23 940 €
28 090 €",Benzinas,Automatinė,"1.0 l., 85 kW",4 km,Kaunas,https://autoplius.lt/skelbimai/skoda-kamiq-1-0-l-visureigis-krosoveris-2026-benzinas-29880978.html
Skoda Scala,2025-12,Hečbekas,23 700 €,Benzinas,Automatinė,"1.0 l., 85 kW",900 km,Vilnius,https://autoplius.lt/skelbimai/skoda-scala-1-0-l-hecbekas-2025-benzinas-29852398.html
Skoda Superb,2021-07,Universalas,24 900 €,Benzinas / elektra,Automatinė,160 kW,92 829 km,Vilnius,https://autoplius.lt/skelbimai/skoda-superb-universalas-2021-benzinas-elektra-30063167.html
Skoda Octavia,2022-09,Universalas,24 800 €,Benzinas,Automatinė,"2.0 l., 180 kW",181 100 km,Vilnius,https://autoplius.lt/skelbimai/skoda-octavia-2-0-l-universalas-2022-benzinas-29609187.html
Skoda Octavia,2021-05,Universalas,24 500 €,Benzinas,Automatinė,"2.0 l., 180 kW",90 200 km,Vilnius,https://autoplius.lt/skelbimai/skoda-octavia-2-0-l-universalas-2021-benzinas-29823371.html
Skoda Kodiaq,2020-06,Visureigis / Krosoveris,24 400 €,Benzinas,Automatinė,"2.0 l., 140 kW",100 000 km,Šiauliai,https://autoplius.lt/skelbimai/skoda-kodiaq-2-0-l-visureigis-krosoveris-2020-benzinas-29985259.html
Skoda Kodiaq,2023-07,Visureigis / Krosoveris,24 950 €,Dyzelinas,Automatinė,"2.0 l., 110 kW",106 600 km,Vilnius,https://autoplius.lt/skelbimai/skoda-kodiaq-2-0-l-visureigis-krosoveris-2023-dyzelinas-30031901.html
Skoda Kodiaq,2022-05,Vienatūris,24 990 €,Dyzelinas,Automatinė,"2.0 l., 110 kW",223 500 km,Klaipėda,https://autoplius.lt/skelbimai/skoda-kodiaq-2-0-l-vienaturis-2022-dyzelinas-29476978.html
Skoda Kodiaq,2022,Visureigis / Krosoveris,24 600 €,Dyzelinas,Automatinė,"2.0 l., 110 kW",196 500 km,Šiauliai,https://autoplius.lt/skelbimai/skoda-kodiaq-2-0-l-visureigis-krosoveris-2022-dyzelinas-29999941.html
Skoda Superb,2023-03,Universalas,24 500 €,Dyzelinas,Automatinė,"2.0 l., 110 kW",126 300 km,Vilnius,https://autoplius.lt/skelbimai/skoda-superb-2-0-l-universalas-2023-dyzelinas-29900354.html
Skoda Kodiaq,2021-06,Visureigis / Krosoveris,24 400 €,Dyzelinas,Automatinė,"2.0 l., 110 kW",187 500 km,Vilnius,https://autoplius.lt/skelbimai/skoda-kodiaq-2-0-l-visureigis-krosoveris-2021-dyzelinas-29072983.html
Skoda Kodiaq,2021-01,Visureigis / Krosoveris,24 800 €,Dyzelinas,Automatinė,"2.0 l., 110 kW",139 400 km,Kaunas,https://autoplius.lt/skelbimai/skoda-kodiaq-2-0-l-visureigis-krosoveris-2021-dyzelinas-30019491.html
Skoda Kodiaq,2020-05,Visureigis / Krosoveris,24 300 €,Dyzelinas,Automatinė,"2.0 l., 110 kW",141 378 km,Vilnius,https://autoplius.lt/skelbimai/skoda-kodiaq-2-0-l-visureigis-krosoveris-2020-dyzelinas-30035135.html
Skoda Kodiaq,2021-08,Visureigis / Krosoveris,24 200 €,Dyzelinas,Automatinė,"2.0 l., 110 kW",164 000 km,Šiauliai,https://autoplius.lt/skelbimai/skoda-kodiaq-2-0-l-visureigis-krosoveris-2021-dyzelinas-29996835.html
Skoda Kodiaq,2020-02,Visureigis / Krosoveris,24 000 €,Dyzelinas,Automatinė,"2.0 l., 110 kW",110 000 km,Klaipėda,https://autoplius.lt/skelbimai/skoda-kodiaq-2-0-l-visureigis-krosoveris-2020-dyzelinas-29559501.html
Skoda Kodiaq,2022-02,Visureigis / Krosoveris,24 700 €,Dyzelinas,Automatinė,"2.0 l., 110 kW",160 000 km,Panevėžys,https://autoplius.lt/skelbimai/skoda-kodiaq-2-0-l-visureigis-krosoveris-2022-dyzelinas-29959973.html
Skoda Octavia,2025-07,Universalas,24 990 €,Benzinas / elektra,Automatinė,"1.5 l., 110 kW",,Vilnius,https://autoplius.lt/skelbimai/skoda-octavia-1-5-l-universalas-2025-benzinas-elektra-30041637.html
Skoda Kodiaq,2021,Visureigis / Krosoveris,24 000 €,Benzinas,Automatinė,"1.5 l., 110 kW",263 000 km,Kaunas,https://autoplius.lt/skelbimai/skoda-kodiaq-1-5-l-visureigis-krosoveris-2021-benzinas-29766491.html
Skoda Kodiaq,2022-04,Visureigis / Krosoveris,24 805 €,Benzinas,Automatinė,"1.5 l., 110 kW",203 479 km,Marijampolė,https://autoplius.lt/skelbimai/skoda-kodiaq-1-5-l-visureigis-krosoveris-2022-benzinas-29594007.html
Skoda Octavia,2020-11,Hečbekas,24 989 €,Benzinas / elektra,Automatinė,"1.4 l., 180 kW",43 800 km,Vilnius,https://autoplius.lt/skelbimai/skoda-octavia-1-4-l-hecbekas-2020-benzinas-elektra-29997475.html
Skoda Superb,2020-10,Universalas,24 850 €,Benzinas / elektra,Automatinė,"1.4 l., 115 kW",101 000 km,Vilnius,https://autoplius.lt/skelbimai/skoda-superb-1-4-l-universalas-2020-benzinas-elektra-29958931.html
Skoda Kamiq,2025,Visureigis / Krosoveris,"24 900 €
28 900 €",Benzinas,Automatinė,"1.0 l., 85 kW",,Šiauliai,https://autoplius.lt/skelbimai/skoda-kamiq-1-0-l-visureigis-krosoveris-2025-benzinas-28521371.html
Skoda Scala,2026,Hečbekas,"24 070 €
27 090 €",Benzinas,Automatinė,"1.0 l., 85 kW",5 km,Kaunas,https://autoplius.lt/skelbimai/skoda-scala-1-0-l-hecbekas-2026-benzinas-29830102.html
Skoda Kamiq,2024-03,Hečbekas,24 700 €,Benzinas,Automatinė,"1.0 l., 81 kW",2 500 km,Kaunas,https://autoplius.lt/skelbimai/skoda-kamiq-1-0-l-hecbekas-2024-benzinas-30048691.html
Skoda Octavia,2021-11,Hečbekas,25 800 €,Benzinas,Automatinė,"2.0 l., 180 kW",65 000 km,Kaunas,https://autoplius.lt/skelbimai/skoda-octavia-2-0-l-hecbekas-2021-benzinas-29754235.html
Skoda Kodiaq,2019-01,Visureigis / Krosoveris,25 499 €,Dyzelinas,Automatinė,"2.0 l., 177 kW",183 000 km,Vilnius,https://autoplius.lt/skelbimai/skoda-kodiaq-2-0-l-visureigis-krosoveris-2019-dyzelinas-30012467.html
Skoda Kodiaq,2019-04,Visureigis / Krosoveris,25 999 €,Dyzelinas,Automatinė,"2.0 l., 177 kW",215 500 km,Vilnius,https://autoplius.lt/skelbimai/skoda-kodiaq-2-0-l-visureigis-krosoveris-2019-dyzelinas-29695455.html
Skoda Kodiaq,2019-01,Visureigis / Krosoveris,25 950 €,Dyzelinas,Automatinė,"2.0 l., 177 kW",228 460 km,Kaunas,https://autoplius.lt/skelbimai/skoda-kodiaq-2-0-l-visureigis-krosoveris-2019-dyzelinas-29874868.html
Skoda Kodiaq,2021-06,Visureigis / Krosoveris,25 300 €,Dyzelinas,Automatinė,"2.0 l., 147 kW",211 000 km,Tauragė,https://autoplius.lt/skelbimai/skoda-kodiaq-2-0-l-visureigis-krosoveris-2021-dyzelinas-30039977.html
Skoda Kodiaq,2023-02,Visureigis / Krosoveris,25 900 €,Dyzelinas,Automatinė,"2.0 l., 147 kW",145 000 km,Vilnius,https://autoplius.lt/skelbimai/skoda-kodiaq-2-0-l-visureigis-krosoveris-2023-dyzelinas-30071015.html
Skoda Superb,2023-03,Sedanas,25 800 €,Benzinas,Automatinė,"2.0 l., 140 kW",34 000 km,Vilnius,https://autoplius.lt/skelbimai/skoda-superb-2-0-l-sedanas-2023-benzinas-29187251.html
Skoda Kodiaq,2019-01,Visureigis / Krosoveris,25 000 €,Dyzelinas,Automatinė,"2.0 l., 140 kW",124 137 km,Vilnius,https://autoplius.lt/skelbimai/skoda-kodiaq-2-0-l-visureigis-krosoveris-2019-dyzelinas-30062499.html
Skoda Kodiaq,2021-06,Visureigis / Krosoveris,25 900 €,Dyzelinas,Automatinė,"2.0 l., 110 kW",174 100 km,Vilnius,https://autoplius.lt/skelbimai/skoda-kodiaq-2-0-l-visureigis-krosoveris-2021-dyzelinas-29173055.html
Skoda Kodiaq,2025-03,Visureigis / Krosoveris,25 600 €,Dyzelinas,Automatinė,"2.0 l., 110 kW",22 858 km,"Harjumaa, Estija",https://autoplius.lt/skelbimai/skoda-kodiaq-2-0-l-visureigis-krosoveris-2025-dyzelinas-29769177.html
Skoda Kodiaq,2021-12,Visureigis / Krosoveris,25 500 €,Benzinas,Automatinė,"1.5 l., 110 kW",98 236 km,Klaipėda,https://autoplius.lt/skelbimai/skoda-kodiaq-1-5-l-visureigis-krosoveris-2021-benzinas-27657506.html
Skoda Kamiq,2024-03,Visureigis / Krosoveris,25 300 €,Benzinas,Automatinė,"1.5 l., 110 kW",30 000 km,Vilnius,https://autoplius.lt/skelbimai/skoda-kamiq-1-5-l-visureigis-krosoveris-2024-benzinas-29843326.html
Skoda Karoq,2024-05,Visureigis / Krosoveris,25 550 €,Benzinas,Automatinė,"1.5 l., 110 kW",33 126 km,"Rīga, Latvija",https://autoplius.lt/skelbimai/skoda-karoq-1-5-l-visureigis-krosoveris-2024-benzinas-29636937.html
Skoda Kodiaq,2022-05,Visureigis / Krosoveris,25 800 €,Benzinas,Automatinė,"1.5 l., 110 kW",179 491 km,Vilnius,https://autoplius.lt/skelbimai/skoda-kodiaq-1-5-l-visureigis-krosoveris-2022-benzinas-30063461.html
Skoda Octavia,2025-07,Hečbekas,25 500 €,Benzinas,Automatinė,"1.5 l., 110 kW",1 500 km,Vilnius,https://autoplius.lt/skelbimai/skoda-octavia-1-5-l-hecbekas-2025-benzinas-29452910.html
Skoda Kodiaq,2022-05,Visureigis / Krosoveris,25 300 €,Benzinas,Automatinė,"1.5 l., 110 kW",195 000 km,Kaunas,https://autoplius.lt/skelbimai/skoda-kodiaq-1-5-l-visureigis-krosoveris-2022-benzinas-29008951.html
